ordinal,prompt_tokens,cached_tokens,uncached_prompt_tokens,completion_tokens,finish_reason,client_ttft_ms,client_decode_interval_ms,client_tpot_ms,client_total_ms,output_delta_events,cache_hit_ratio,response_id_consistent
1,10289,0,10289,128,length,"2,767.614539","1,667.996341",13.133829,"4,436.212004",63,0.000000000,true
2,21,0,21,128,length,"1,724.973036",813.238710,6.403454,"2,579.192711",34,0.000000000,true
3,2260,0,2260,128,length,"2,991.308042",0.000000,0.000000,"2,991.316362",1,0.000000000,true
4,13263,0,13263,128,length,"2,305.244769","1,721.506836",13.555172,"4,027.206648",67,0.000000000,true
5,37558,2816,34742,128,length,"3,929.060187","1,811.644824",14.264920,"5,741.355288",70,0.074977368,true
6,13307,0,13307,128,length,"3,592.758326",544.668374,4.288727,"4,137.683566",19,0.000000000,true
7,22385,0,22385,128,length,"5,672.583276","1,014.624886",7.989172,"6,688.013096",30,0.000000000,true
8,9680,832,8848,128,length,"2,935.336921","1,572.247657",12.379903,"4,508.113638",58,0.085950413,true
9,14074,0,14074,128,length,"3,242.188267","1,520.959450",11.976059,"4,763.725162",57,0.000000000,true
10,180112,6592,173520,128,length,"17,572.179551","1,413.399897",11.129133,"18,985.599384",52,0.036599449,true
11,38274,832,37442,128,length,"5,215.622953","1,653.715247",13.021380,"6,870.084509",65,0.021737994,true
12,23427,0,23427,128,length,"4,370.116396","1,166.987927",9.188881,"5,537.924233",34,0.000000000,true
13,54555,5184,49371,128,length,"7,480.918444","1,209.348679",9.522431,"8,690.273843",19,0.095023371,true
14,12,0,12,128,length,"3,225.277043","1,392.396067",10.963749,"4,617.986392",52,0.000000000,true
15,855,832,23,128,length,"4,510.693912",0.000000,0.000000,"4,510.699896",1,0.973099415,true
16,52719,14272,38447,128,length,"8,816.906204","1,304.673776",10.273022,"10,122.635603",50,0.270718337,true
17,23559,832,22727,128,length,"7,185.440588",0.000000,0.000000,"7,185.445932",1,0.035315591,true
18,2859,2816,43,128,length,"4,338.046470","1,421.259762",11.191022,"5,759.312760",32,0.984959776,true
19,217602,5184,212418,128,length,"32,391.684062","1,131.366104",8.908395,"33,523.057718",25,0.023823310,true
20,68350,5184,63166,128,length,"13,608.872656","1,099.599573",8.658264,"14,708.478917",19,0.075844916,true
21,11502,0,11502,128,length,"6,267.088742","1,342.954273",10.574443,"7,610.501131",54,0.000000000,true
22,39979,14272,25707,128,length,"7,998.422976","1,512.550622",11.909847,"9,510.980510",31,0.356987418,true
23,56211,47744,8467,128,length,"10,524.899566","1,375.595211",10.831458,"11,901.815363",52,0.849371120,true
24,22467,22336,131,128,length,"7,456.282140","1,731.962942",13.637503,"9,189.025376",49,0.994169226,true
25,54161,14272,39889,128,length,"10,337.175665","1,115.022788",8.779707,"11,452.204277",13,0.263510644,true
26,2820,0,2820,128,length,"6,434.522419","1,819.312143",14.325292,"8,253.852482",72,0.000000000,true
27,29811,23424,6387,128,length,"8,922.050572","1,574.953083",12.401205,"10,497.675500",61,0.785750226,true
28,31259,5184,26075,128,length,"9,467.318278","1,220.290292",9.608585,"10,687.614362",27,0.165840238,true
29,68028,14272,53756,128,length,"11,698.831895","1,226.794499",9.659799,"12,925.633050",22,0.209795966,true
30,205369,14336,191033,128,length,"38,109.560461","1,205.835021",9.494764,"39,315.401626",12,0.069806056,true
31,2776,0,2776,128,length,"7,949.046623","1,546.618866",12.178101,"9,536.658902",59,0.000000000,true
32,182745,9280,173465,128,length,"26,480.756074","1,272.003302",10.015774,"27,754.036729",47,0.050781143,true
33,59224,48384,10840,128,length,"18,444.362746","1,491.508775",11.744164,"19,936.694023",53,0.816966095,true
34,24784,2816,21968,128,length,"12,185.013036","1,640.952083",12.920883,"13,826.986503",31,0.113621691,true
35,22,0,22,128,length,"9,424.158737","1,639.344457",12.908224,"11,063.521690",62,0.000000000,true
36,216557,174144,42413,128,length,"43,473.503034",731.591534,5.760563,"44,205.100104",2,0.804148561,true
37,51160,14272,36888,128,length,"18,246.484564","1,438.116585",11.323753,"19,684.607933",20,0.278967944,true
38,61202,48384,12818,128,length,"18,730.777146","1,418.261467",11.167413,"20,149.543065",51,0.790562400,true
39,326,0,326,128,length,"10,442.109855","1,583.303960",12.466960,"12,025.857370",60,0.000000000,true
40,103974,0,103974,128,length,"22,069.892187","1,784.571190",14.051742,"23,855.347544",71,0.000000000,true
41,4977,0,4977,128,length,"10,597.763095","1,753.038070",13.803449,"12,351.278928",67,0.000000000,true
42,179675,148352,31323,128,length,"39,232.712011","1,410.778886",11.108495,"40,643.513681",51,0.825668568,true
43,4256,0,4256,128,length,"12,129.416862","1,542.805398",12.148074,"13,672.631287",61,0.000000000,true
44,51323,14272,37051,128,length,"19,768.508021","1,426.142132",11.229466,"21,194.659433",20,0.278081952,true
45,229989,4224,225765,128,length,"50,732.806965",0.000000,0.000000,"50,732.815093",1,0.018366096,true
46,221133,216512,4621,128,length,"57,065.313647",0.000000,0.000000,"57,065.319183",1,0.979103074,true
47,862,0,862,128,length,"13,452.534610","1,582.673427",12.461995,"15,035.681288",67,0.000000000,true
48,21364,832,20532,128,length,"20,133.508071",0.000000,0.000000,"20,133.513767",1,0.038944018,true
49,70731,5184,65547,128,length,"33,465.428186","1,490.699329",11.737790,"34,956.487774",54,0.073291767,true
50,61902,49792,12110,128,length,"26,698.492255","1,364.382586",10.743170,"28,063.884129",49,0.804368195,true
51,1213,0,1213,128,length,"17,533.968461","1,792.391055",14.113315,"19,326.797119",65,0.000000000,true
52,136956,4352,132604,128,length,"54,472.131747","1,727.790145",13.604647,"56,199.927908",40,0.031776629,true
53,1246,1152,94,128,length,"19,706.835804",0.000000,0.000000,"19,706.841916",1,0.924558587,true
54,1222,1152,70,128,length,"19,708.672873",456.542784,3.594825,"20,165.221577",2,0.942716858,true
55,113519,14272,99247,128,length,"41,229.808752","1,386.839867",10.919999,"42,617.934740",52,0.125723447,true
56,38635,29760,8875,128,length,"22,202.499630","1,419.970344",11.180869,"23,623.436413",56,0.770286010,true
57,29147,512,28635,128,length,"22,661.330847","1,300.205200",10.237836,"23,962.474133",33,0.017566130,true
58,31538,1152,30386,128,length,"27,416.972143","1,140.971517",8.984028,"28,559.183797",52,0.036527364,true
59,225829,216512,9317,128,length,"55,946.913011","1,572.880462",12.384886,"57,519.798593",31,0.958743120,true
60,1203,1152,51,128,length,"20,072.868245",821.451633,6.468123,"20,894.759146",35,0.957605985,true
61,190643,150528,40115,128,length,"55,689.398498","1,534.475067",12.082481,"57,223.890717",49,0.789580525,true
62,59886,50432,9454,128,length,"41,577.908810","1,349.780402",10.628192,"42,929.054566",51,0.842133387,true
63,23133,22464,669,128,length,"33,542.495713","1,549.607815",12.201636,"35,092.108712",44,0.971080275,true
64,233772,224768,9004,128,length,"56,509.557066","1,219.217132",9.600135,"57,728.780151",19,0.961483839,true
65,12421,2816,9605,128,length,"33,539.545292","1,571.936134",12.377450,"35,112.065110",58,0.226712825,true
66,23958,832,23126,128,length,"38,428.356020","1,751.835661",13.793982,"40,181.042855",63,0.034727440,true
67,455,0,455,128,length,"33,370.833078","1,483.993554",11.684989,"34,855.156330",54,0.000000000,true
68,47247,832,46415,128,length,"44,126.165332","1,687.198558",13.285028,"45,814.357145",66,0.017609584,true
69,219430,217600,1830,128,length,"56,150.388322","1,309.146063",10.308237,"57,459.539889",14,0.991660211,true
70,114862,14272,100590,128,length,"51,439.419441",907.877403,7.148641,"52,348.424884",40,0.124253452,true
71,238,0,238,128,length,"33,509.603414","1,194.622653",9.406478,"34,704.609846",43,0.000000000,true
72,351,0,351,128,length,"33,540.805589","1,418.978849",11.173062,"34,960.169529",52,0.000000000,true
73,39251,38592,659,128,length,"44,116.192652","1,319.248472",10.387783,"45,435.446596",17,0.983210619,true
74,32438,31232,1206,128,length,"42,794.132448","1,172.676128",9.233670,"43,966.814112",18,0.962821382,true
75,15659,0,15659,128,length,"41,909.229738","1,806.827414",14.226988,"43,716.313474",65,0.000000000,true
76,57695,50432,7263,128,length,"44,246.969587","1,546.989524",12.181020,"45,793.979880",60,0.874113875,true
77,18490,2816,15674,128,length,"43,102.960256","1,753.448056",13.806678,"44,856.426616",65,0.152298540,true
78,3870,0,3870,128,length,"41,306.859000","1,723.187359",13.568404,"43,030.431706",65,0.000000000,true
79,180,0,180,128,length,"38,365.416370","1,340.614128",10.556017,"39,706.480102",48,0.000000000,true
80,211,0,211,128,length,"38,365.330706","1,937.128345",15.252979,"40,302.902734",69,0.000000000,true
81,5026,0,5026,128,length,"53,933.148822","1,086.686905",8.556590,"55,020.668565",34,0.000000000,true
82,70016,68288,1728,128,length,"53,555.260904","1,487.021864",11.708834,"55,042.288336",22,0.975319927,true
83,119065,114816,4249,128,length,"52,724.562006","1,161.805810",9.148077,"53,886.373736",9,0.964313610,true
84,39899,39232,667,128,length,"52,565.539397","1,595.828401",12.565578,"54,162.356157",52,0.983282789,true
85,56521,51776,4745,128,length,"52,457.569057","1,454.897314",11.455884,"53,914.544977",48,0.916048902,true
86,193487,150528,42959,128,length,"53,916.190269","1,422.642555",11.201910,"55,340.604549",50,0.777974748,true
87,13309,13248,61,128,length,"53,514.716678",453.412298,3.570176,"53,968.851317",18,0.995416635,true
88,25406,832,24574,128,length,"52,898.935476","1,676.633715",13.201840,"54,576.255852",60,0.032748170,true
89,56613,51776,4837,128,length,"53,685.933838","1,843.679069",14.517158,"55,530.980341",64,0.914560260,true
90,22979,0,22979,128,length,"53,451.440674","1,173.956105",9.243749,"54,626.099248",39,0.000000000,true
91,2374,0,2374,128,length,"53,442.864805","1,711.994608",13.480273,"55,155.702619",58,0.000000000,true
92,120892,114816,6076,128,length,"53,647.346171","1,089.741199",8.580639,"54,737.092650",14,0.949740264,true
93,59992,51776,8216,128,length,"52,698.811101","1,394.289872",10.978660,"54,094.107701",47,0.863048406,true
94,73997,70720,3277,128,length,"52,675.304245","1,661.836777",13.085329,"54,339.090668",57,0.955714421,true
95,25737,832,24905,128,length,"52,811.251521","1,691.585854",13.319574,"54,503.222946",59,0.032327000,true
96,3435,1152,2283,128,length,"52,366.392789","1,590.927342",12.526987,"53,957.862759",57,0.335371179,true
97,122936,119040,3896,128,length,"51,788.100975","1,104.096725",8.693675,"52,893.927761",30,0.968308713,true
98,1364,0,1364,128,length,"51,490.412926","1,648.334761",12.979014,"53,139.383307",61,0.000000000,true
99,10033,0,10033,128,length,"51,120.131495","1,976.103568",15.559871,"53,096.828283",74,0.000000000,true
100,72885,0,72885,128,length,"52,403.258685","1,545.296072",12.167686,"53,949.564108",27,0.000000000,true
101,23721,23104,617,128,length,"52,277.876891","1,658.443153",13.058608,"53,936.347372",53,0.973989292,true
102,4966,2816,2150,128,length,"52,953.535770",663.043012,5.220811,"53,616.585439",2,0.567055981,true
103,103995,0,103995,128,length,"53,744.390448","1,669.427488",13.145098,"55,414.704758",57,0.000000000,true
104,124427,122880,1547,128,length,"53,851.296749","1,334.101794",10.504739,"55,185.404335",28,0.987567007,true
105,33741,32384,1357,128,length,"53,151.342049","1,497.649875",11.792519,"54,648.997300",36,0.959781868,true
106,40813,39872,941,128,length,"52,825.238437","1,810.798514",14.258256,"54,636.730236",63,0.976943621,true
107,11110,0,11110,128,length,"52,703.289021","1,893.169567",14.906847,"54,596.481276",66,0.000000000,true
108,71980,70016,1964,128,length,"52,527.759511","1,570.992992",12.370024,"54,098.758775",26,0.972714643,true
109,123917,116352,7565,128,length,"52,335.485911","1,501.900722",11.825990,"53,838.237519",52,0.938951072,true
110,7314,0,7314,128,length,"51,981.769847","2,107.514939",16.594606,"54,129.871957",77,0.000000000,true
111,78687,0,78687,128,length,"52,603.094097","1,944.567694",15.311557,"54,548.941704",71,0.000000000,true
112,93457,70528,22929,128,length,"53,031.478567","1,532.150186",12.064175,"54,564.595256",54,0.754657222,true
113,7903,4928,2975,128,length,"52,411.969307","1,874.085687",14.756580,"54,286.061170",25,0.623560673,true
114,3802,0,3802,128,length,"51,928.073847","1,939.747660",15.273604,"53,868.166373",64,0.000000000,true
115,851,832,19,128,length,"49,367.177362",91.273900,0.718692,"49,458.861313",3,0.977673325,true
116,36773,0,36773,128,length,"48,277.020896","1,973.153243",15.536640,"50,250.193083",59,0.000000000,true
117,12184,0,12184,128,length,"48,390.844493","2,148.091614",16.914107,"50,572.382490",62,0.000000000,true
118,3167,1216,1951,128,length,"48,280.695130","1,604.276046",12.632095,"49,885.495627",47,0.383959583,true
119,8077,0,8077,128,length,"48,326.612579","2,311.943537",18.204280,"50,638.580052",67,0.000000000,true
120,234752,233728,1024,128,length,"48,134.051650","1,976.366130",15.561938,"50,110.436980",57,0.995637950,true
121,851,832,19,128,length,"49,638.677831",54.434982,0.428622,"49,693.602992",2,0.977673325,true
122,808,0,808,128,length,"48,006.915989","2,000.971170",15.755679,"50,008.232090",58,0.000000000,true
123,220637,219392,1245,128,length,"47,373.669094","1,322.573519",10.413965,"48,696.248054",15,0.994357247,true
124,2907,2368,539,128,length,"49,329.765927",0.000000,0.000000,"49,329.770919",1,0.814585483,true
125,3329,0,3329,128,length,"44,717.728217","2,251.106910",17.725251,"46,969.465052",66,0.000000000,true
126,24270,14272,9998,128,length,"44,765.181132","1,454.193341",11.450341,"46,219.918317",42,0.588051092,true
127,76604,73984,2620,128,length,"44,675.611436","2,030.012625",15.984351,"46,706.763173",61,0.965798131,true
128,42956,21312,21644,128,length,"41,429.017217","1,738.613678",13.689871,"43,198.188457",53,0.496135581,true
129,10719,4928,5791,128,length,"41,182.256893","2,189.424677",17.239564,"43,371.687874",56,0.459744379,true
130,1532,0,1532,128,length,"40,626.942266","2,188.655808",17.233510,"42,816.670786",70,0.000000000,true
131,71919,45888,26031,128,length,"36,418.544851","1,533.747414",12.076751,"37,952.298217",29,0.638051141,true
132,10669,1152,9517,128,length,"35,976.467354",947.356757,7.459502,"36,964.726035",34,0.107976380,true
133,28021,14272,13749,128,length,"35,279.141601","1,313.110700",10.339454,"36,592.257773",24,0.509332286,true
134,202,0,202,128,length,"35,089.697367","1,670.869002",13.156449,"36,760.781890",58,0.000000000,true
135,945,0,945,128,length,"35,133.565776","1,959.395928",15.428314,"37,093.256106",69,0.000000000,true
136,848,832,16,128,length,"35,964.221923",359.707372,2.832342,"36,324.350258",13,0.981132075,true
137,93556,29568,63988,128,length,"36,442.687072","1,665.469923",13.113936,"38,108.163171",56,0.316046005,true
138,592,0,592,128,length,"32,492.069419","1,748.762359",13.769782,"34,241.141508",62,0.000000000,true
139,11520,1152,10368,128,length,"32,133.583144","1,742.435145",13.719962,"33,876.700374",61,0.100000000,true
140,1211,1152,59,128,length,"32,518.194694",493.443560,3.885382,"33,011.643982",2,0.951279934,true
141,1773,832,941,128,length,"32,935.616974",0.000000,0.000000,"32,935.889136",1,0.469261139,true
142,72710,45888,26822,128,length,"31,997.017720","1,279.923519",10.078138,"33,276.946743",27,0.631109889,true
143,54764,14272,40492,128,length,"30,761.101300","1,965.282690",15.474667,"32,727.372445",44,0.260609159,true
144,28121,24256,3865,128,length,"30,661.408779",841.878275,6.628963,"31,503.292622",6,0.862558231,true
145,38672,29568,9104,128,length,"30,394.484886","1,681.227476",13.238012,"32,075.717930",28,0.764584195,true
146,35006,33728,1278,128,length,"29,854.450786","1,328.714459",10.462319,"31,183.918178",46,0.963491973,true
147,73212,71936,1276,128,length,"29,606.505525","1,473.926538",11.605721,"31,081.610568",51,0.982571163,true
148,2863,2816,47,128,length,"29,605.529198","1,358.220335",10.694648,"30,963.754621",15,0.983583654,true
149,24021,832,23189,128,length,"29,249.189434","1,625.941641",12.802690,"30,876.126698",55,0.034636360,true
150,36,0,36,128,length,"28,697.060335","1,834.729982",14.446693,"30,532.133359",62,0.000000000,true
151,54352,14272,40080,128,length,"29,101.908510","1,507.984029",11.873890,"30,611.041475",51,0.262584634,true
152,4645,0,4645,128,length,"28,312.486322","1,777.718533",13.997784,"30,090.295768",60,0.000000000,true
153,3838,0,3838,128,length,"24,515.593000","1,887.165780",14.859573,"26,404.805099",63,0.000000000,true
154,13504,7744,5760,128,length,"22,747.086884","1,813.311684",14.278045,"24,560.404072",34,0.573459716,true
155,32177,24256,7921,128,length,"19,200.744538","1,180.716378",9.296979,"20,381.466356",19,0.753830376,true
156,794,0,794,128,length,"18,358.842871","2,095.723175",16.501757,"20,454.751711",68,0.000000000,true
157,2863,2816,47,128,length,"18,097.129000","1,671.889841",13.164487,"19,769.024217",33,0.983583654,true
158,1796,1152,644,128,length,"18,036.844120","2,063.910788",16.251266,"20,101.393345",68,0.641425390,true
159,19422,832,18590,128,length,"19,554.233369",290.838016,2.290063,"19,845.386683",9,0.042838019,true
160,40811,27968,12843,128,length,"18,733.352812","1,718.986402",13.535326,"20,452.345038",33,0.685305432,true
161,60032,54528,5504,128,length,"18,857.103105","1,446.076739",11.386431,"20,303.185956",20,0.908315565,true
162,55135,37504,17631,128,length,"19,062.556702","2,149.299814",16.923621,"21,212.700042",68,0.680221275,true
163,222834,220608,2226,128,length,"19,064.649485","1,306.464188",10.287120,"20,371.119722",23,0.990010501,true
164,138338,136896,1442,128,length,"18,990.557691","1,581.130856",12.449849,"20,572.259207",50,0.989576255,true
165,79218,76544,2674,128,length,"18,938.373094","1,926.400205",15.168506,"20,865.927803",61,0.966245045,true
166,96055,93440,2615,128,length,"18,812.982853","1,795.971849",14.141511,"20,610.197558",57,0.972776014,true
167,68420,50624,17796,128,length,"18,422.898081","1,770.944789",13.944447,"20,194.890045",57,0.739900614,true
168,13937,832,13105,128,length,"18,111.550510","1,711.094250",13.473183,"19,823.387549",56,0.059697209,true
169,13112,832,12280,128,length,"19,116.674497",92.888088,0.731402,"19,209.568633",2,0.063453325,true
170,44250,27968,16282,128,length,"18,170.039473","1,893.079039",14.906134,"20,064.231896",64,0.632045198,true
171,14775,3584,11191,128,length,"18,234.240316","1,500.288582",11.813296,"19,735.198663",51,0.242571912,true
172,3260,0,3260,128,length,"18,002.912390","1,526.493761",12.019636,"19,529.789770",52,0.000000000,true
173,799,0,799,128,length,"17,926.044833","1,518.419176",11.956057,"19,444.780395",52,0.000000000,true
174,24303,23680,623,128,length,"17,748.418442","1,458.298042",11.482662,"19,207.071815",50,0.974365305,true
175,3126,0,3126,128,length,"17,747.542437","1,970.060837",15.512290,"19,717.914476",67,0.000000000,true
176,44856,28096,16760,128,length,"17,800.945506","2,284.519213",17.988340,"20,086.523575",56,0.626359907,true
177,65809,50624,15185,128,length,"18,413.346333","1,736.988418",13.677074,"20,150.339871",45,0.769256485,true
178,21665,10624,11041,128,length,"18,934.795308","1,637.102713",12.890573,"20,572.889260",53,0.490376183,true
179,54855,54336,519,128,length,"17,994.585035","1,560.295059",12.285788,"19,555.762244",50,0.990538693,true
180,854,832,22,128,length,"17,348.179389",872.791712,6.872376,"18,221.593794",28,0.974238876,true
181,225398,210688,14710,128,length,"18,422.326621",0.000000,0.000000,"18,422.332477",1,0.934737664,true
182,36536,34944,1592,128,length,"16,616.023595","1,914.620152",15.075749,"18,531.623242",61,0.956426538,true
183,48922,44224,4698,128,length,"15,075.383908","1,779.162128",14.009151,"16,854.934839",39,0.903969584,true
184,55634,52544,3090,128,length,"14,957.971005","1,526.962661",12.023328,"16,484.939074",36,0.944458425,true
185,44329,24768,19561,128,length,"15,281.316100","1,961.495271",15.444845,"17,243.564945",65,0.558731305,true
186,41473,40768,705,128,length,"15,307.226270","1,711.704013",13.477984,"17,019.389999",58,0.983000989,true
187,4836,0,4836,128,length,"15,192.322888","2,031.076409",15.992728,"17,224.370664",68,0.000000000,true
188,18791,832,17959,128,length,"15,445.900445","1,513.656262",11.918553,"16,959.575139",52,0.044276515,true
189,33572,13248,20324,128,length,"15,685.442445","1,632.830586",12.856934,"17,319.742482",58,0.394614560,true
190,1793,0,1793,128,length,"15,102.888617","1,814.927888",14.290771,"16,918.145499",64,0.000000000,true
191,6218,0,6218,128,length,"14,038.339406","2,105.000521",16.574807,"16,144.617153",74,0.000000000,true
192,53070,24256,28814,128,length,"14,568.435131","1,527.230567",12.025438,"16,097.768881",53,0.457056718,true
193,45553,40768,4785,128,length,"15,144.168400","1,121.329617",8.829367,"16,266.454343",38,0.894957522,true
194,234242,210688,23554,128,length,"14,938.727411","1,527.473097",12.027347,"16,467.802695",51,0.899445872,true
195,6760,0,6760,128,length,"15,881.793289",0.000000,0.000000,"15,881.798473",1,0.000000000,true
196,3818,2880,938,128,length,"14,181.419373","1,973.754751",15.541376,"16,155.778288",65,0.754321634,true
197,237042,234752,2290,128,length,"16,960.757739",0.000000,0.000000,"16,960.763595",1,0.990339265,true
198,34671,0,34671,128,length,"14,875.965843","1,610.336632",12.679816,"16,486.606126",49,0.000000000,true
199,13604,2816,10788,128,length,"14,902.412655","2,251.933604",17.731761,"17,155.048408",70,0.206997942,true
200,27759,3584,24175,128,length,"15,441.009178","1,825.105177",14.370907,"17,266.132339",55,0.129111279,true
201,55311,53056,2255,128,length,"15,273.864079","1,734.359375",13.656373,"17,008.608193",54,0.959230533,true
202,45965,45504,461,128,length,"15,267.469377","1,552.770493",12.226539,"16,820.245950",15,0.989970630,true
203,56429,53760,2669,128,length,"15,242.744849","1,968.967389",15.503680,"17,212.928471",62,0.952701625,true
204,57627,53056,4571,128,length,"15,177.632383","1,691.246171",13.316899,"16,869.470878",53,0.920679543,true
205,37837,33728,4109,128,length,"15,159.232923","1,690.082611",13.307737,"16,849.640593",53,0.891402595,true
206,51495,51264,231,128,length,"15,046.141043","1,743.041710",13.724738,"16,789.188897",21,0.995514128,true
207,25855,2880,22975,128,length,"15,447.296135","1,506.611092",11.863079,"16,954.665536",50,0.111390447,true
208,81821,79168,2653,128,length,"15,330.639717","1,755.245573",13.820831,"17,087.373396",60,0.967575561,true
209,26025,2880,23145,128,length,"15,344.539208","1,760.748173",13.864159,"17,106.070810",57,0.110662824,true
210,139373,138304,1069,128,length,"18,782.973263",0.000000,0.000000,"18,782.979408",1,0.992329935,true
211,86056,5184,80872,128,length,"17,126.963184","1,811.825625",14.266344,"18,941.497981",58,0.060239844,true
212,46606,45952,654,128,length,"17,081.247849","1,785.896224",14.062175,"18,868.676692",57,0.985967472,true
213,62608,54528,8080,128,length,"17,243.842963","1,595.980531",12.566776,"18,841.708659",50,0.870943010,true
214,224521,222784,1737,128,length,"17,280.758811","1,558.380006",12.270709,"18,839.144673",27,0.992263530,true
215,25664,24256,1408,128,length,"17,180.497550","1,796.304074",14.144127,"18,976.807576",18,0.945137157,true
216,51658,51456,202,128,length,"16,826.354314","1,763.962243",13.889466,"18,590.322157",22,0.996089667,true
217,32039,25984,6055,128,length,"15,878.314545","1,787.616780",14.075723,"17,665.937501",53,0.811011580,true
218,46040,25152,20888,128,length,"16,195.774319","1,298.713541",10.226091,"17,494.493780",12,0.546307559,true
219,57801,57600,201,128,length,"16,113.930213","1,413.921532",11.133240,"17,528.763464",10,0.996522552,true
220,6484,5184,1300,128,length,"16,081.857728","1,963.130867",15.457723,"18,045.825145",58,0.799506477,true
221,4126,2816,1310,128,length,"15,806.350318","2,018.654656",15.894919,"17,825.010190",16,0.682501212,true
222,47282,45952,1330,128,length,"15,825.200725","1,629.862597",12.833564,"17,455.068570",23,0.971870902,true
223,8278,7296,982,128,length,"15,159.191483","2,383.797683",18.770060,"17,543.887412",72,0.881372312,true
224,1180,768,412,128,length,"14,664.251976","1,432.723556",11.281288,"16,097.770641",42,0.650847458,true
225,59442,52352,7090,128,length,"15,256.993910","1,573.547538",12.390138,"16,830.547144",46,0.880724067,true
226,32109,2880,29229,128,length,"15,653.161575","1,822.478854",14.350227,"17,475.662189",57,0.089694478,true
227,21,0,21,128,length,"15,235.947872","1,474.522990",11.610417,"16,711.233844",45,0.000000000,true
228,56933,52544,4389,128,length,"15,275.463706","1,471.462616",11.586320,"16,747.857497",46,0.922909385,true
229,125215,123904,1311,128,length,"14,765.036537","1,539.559487",12.122516,"16,304.969979",48,0.989530008,true
230,4126,2816,1310,128,length,"14,574.889738","1,881.762701",14.817029,"16,456.658263",41,0.682501212,true
231,59727,52352,7375,128,length,"14,694.330656","1,595.206989",12.560685,"16,290.504564",51,0.876521506,true
232,58160,40768,17392,128,length,"15,131.013906","1,507.374777",11.869093,"16,639.063088",38,0.700962861,true
233,30050,3712,26338,128,length,"14,755.273876","1,579.857151",12.439820,"16,336.216954",54,0.123527454,true
234,47483,40768,6715,128,length,"14,834.317768","1,572.462667",12.381596,"16,407.169877",35,0.858580966,true
235,32497,2880,29617,128,length,"15,487.748968","2,059.407075",16.215804,"17,547.539982",75,0.088623565,true
236,12461,2816,9645,128,length,"15,572.096035","1,754.947683",13.818486,"17,327.250343",45,0.225985073,true
237,33532,13056,20476,128,length,"15,738.632330","1,475.238867",11.616054,"17,214.075710",55,0.389359418,true
238,800,0,800,128,length,"15,218.696069","1,730.128049",13.623056,"16,949.130520",64,0.000000000,true
239,4018,0,4018,128,length,"15,673.337239","1,893.472066",14.909229,"17,567.125083",72,0.000000000,true
240,89313,0,89313,128,length,"17,252.334448","1,655.902943",13.038606,"18,909.262422",61,0.000000000,true
241,6900,0,6900,128,length,"15,328.548950","1,443.483632",11.366013,"16,772.483177",55,0.000000000,true
242,888,0,888,128,length,"17,060.716950","1,653.634031",13.020740,"18,714.511526",61,0.000000000,true
243,17018,1152,15866,128,length,"16,971.853915","1,513.833735",11.919951,"18,486.436839",54,0.067693031,true
244,141557,139328,2229,128,length,"17,247.324396","1,765.174060",13.899008,"19,014.064515",60,0.984253693,true
245,20713,832,19881,128,length,"16,986.829030","1,639.328712",12.908100,"18,626.755667",56,0.040168010,true
246,7747,6720,1027,128,length,"16,958.895006","1,519.099149",11.961411,"18,478.244877",51,0.867432555,true
247,42763,19392,23371,128,length,"17,619.390032","1,614.682264",12.714034,"19,235.553842",54,0.453476136,true
248,38953,16832,22121,128,length,"17,917.478020","1,592.263704",12.537509,"19,511.115621",52,0.432110492,true
249,238824,234240,4584,128,length,"17,807.159919","1,723.166944",13.568244,"19,532.110171",56,0.980805949,true
250,47627,47424,203,128,length,"17,202.205834","1,504.230274",11.844333,"18,707.512628",49,0.995737712,true
251,40656,0,40656,128,length,"18,014.689338","1,993.952848",15.700416,"20,008.843467",67,0.000000000,true
252,26786,25664,1122,128,length,"18,021.346890","1,520.221429",11.970247,"19,541.574687",13,0.958112447,true
253,60232,57792,2440,128,length,"17,986.428592","1,462.538809",11.516054,"19,448.972873",22,0.959489972,true
254,86767,86016,751,128,length,"17,922.543080","2,011.414636",15.837911,"19,933.963316",50,0.991344636,true
255,849,832,17,128,length,"18,439.710809",518.868638,4.085580,"18,958.850137",19,0.979976443,true
256,47778,47424,354,128,length,"16,957.090865","1,500.812522",11.817421,"18,458.869762",42,0.992590732,true
257,14169,832,13337,128,length,"16,926.188916","1,502.306389",11.829184,"18,429.642577",51,0.058719740,true
258,32820,30016,2804,128,length,"16,829.207167","1,626.268107",12.805261,"18,456.509234",56,0.914564290,true
259,68779,14272,54507,128,length,"18,277.815539","1,728.228196",13.608096,"20,008.261543",59,0.207505198,true
260,13172,832,12340,128,length,"19,516.664460",0.000000,0.000000,"19,516.670156",1,0.063164288,true
261,47889,47424,465,128,length,"18,197.693559","1,393.523723",10.972628,"19,591.223074",26,0.990290046,true
262,2862,2816,46,128,length,"18,077.197017","1,422.675964",11.202173,"19,499.878837",24,0.983927324,true
263,57604,54656,2948,128,length,"18,046.120059","1,605.508982",12.641803,"19,653.094876",53,0.948822998,true
264,244712,234240,10472,128,length,"19,015.810224",0.000000,0.000000,"19,015.815728",1,0.957206839,true
265,25398,1216,24182,128,length,"18,011.477700","1,507.520122",11.870237,"19,519.798467",55,0.047877786,true
266,265205,14272,250933,128,length,"26,077.775369",0.000000,0.000000,"26,077.780681",1,0.053814973,true
